respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
1,28,Female,Christian,Single,Yes,None,1,,,20260909007
2,52,Female,Christian,Married,No,Had COVID,2,,,20260909007
3,39,Male,Christian,Married,Yes,None,2,,,20260909007
4,28,Male,Christian,Single,No,Had COVID,1,,,20260909007
5,41,Male,No religion,Single,Yes,None,3,,,20260909007
6,69,Female,No religion,Married,Yes,None,1,,,20260909007
7,69,Female,No religion,Married,No,Had COVID,1,,,20260909007
8,19,Male,No religion,Single,No,None,4,,,20260909007
9,24,Male,Christian,Single,No,Bereaved,4,,,20260909007
10,54,Female,No religion,Divorced,No,Had COVID,2,,,20260909007
11,51,Female,Muslim,Married,No,None,4,,,20260909007
12,73,Male,Christian,Single,No,None,4,,,20260909007
13,62,Male,Christian,Divorced,No,Bereaved,2,,,20260909007
14,47,Male,No religion,Separated,No,Had COVID,2,,,20260909007
15,34,Male,Hindu,Single,No,Had COVID,3,,,20260909007
16,48,Female,Christian,Single,Yes,Had COVID,2,,,20260909007
17,50,Female,Christian,Married,No,Bereaved,3,,,20260909007
18,52,Female,Christian,Married,No,Had COVID,1,,,20260909007
19,33,Male,Christian,Married,No,Had COVID,4,,,20260909007
20,89,Female,Christian,Married,No,None,3,,,20260909007
21,38,Male,No religion,Married,No,Had COVID,1,,,20260909007
22,46,Female,Christian,Single,Yes,Long COVID,3,,,20260909007
23,38,Female,No religion,Widowed,Yes,None,2,,,20260909007
24,34,Female,No religion,Married,Yes,None,2,,,20260909007
25,75,Male,Christian,Single,No,Had COVID,3,,,20260909007
26,48,Male,Christian,Divorced,No,Bereaved,2,,,20260909007
27,59,Female,No religion,Married,No,Bereaved,3,,,20260909007
28,31,Male,No religion,Single,Yes,Had COVID,2,,,20260909007
29,68,Male,No religion,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909007
30,42,Female,No religion,Married,Yes,None,2,,,20260909007
31,46,Female,Not answered,Married,No,Had COVID,1,,,20260909007
32,23,Female,No religion,Single,No,Had COVID,2,,,20260909007
33,42,Male,No religion,Single,Yes,Had COVID,1,,,20260909007
34,48,Female,Hindu,Married,Yes,Bereaved,1,,,20260909007
35,36,Male,Christian,Single,No,Bereaved,2,,,20260909007
36,31,Female,Jewish,Single,Yes,Had COVID,4,,,20260909007
37,40,Female,No religion,Married,Yes,Had COVID,3,,,20260909007
38,58,Female,Christian,Divorced,No,Had COVID,1,,,20260909007
39,29,Male,Christian,Divorced,Yes,Had COVID,1,,,20260909007
40,55,Female,Not answered,Married,No,None,3,,,20260909007
41,73,Female,Not answered,Single,No,None,1,5,Institutional Trust and Technocratic Governance,20260909007
42,73,Female,No religion,Widowed,No,Bereaved,2,,,20260909007
43,29,Female,Christian,Single,No,None,1,,,20260909007
44,74,Female,Christian,Married,No,Had COVID,2,,,20260909007
45,29,Female,Christian,Married,No,None,4,,,20260909007
46,18,Male,Christian,Single,No,None,2,,,20260909007
47,60,Female,Muslim,Single,No,Had COVID,4,,,20260909007
48,41,Female,Not answered,Single,Yes,None,1,,,20260909007
49,29,Female,Muslim,Single,Yes,Bereaved,2,,,20260909007
50,50,Female,Christian,Married,No,Had COVID,1,3,Communitarianism,20260909007
51,36,Male,No religion,Single,Yes,Long COVID,2,,,20260909007
52,35,Male,No religion,Married,No,None,3,3,Communitarianism,20260909007
53,61,Female,Christian,Married,No,None,3,4,Conspiracy Ideation,20260909007
54,41,Male,No religion,Married,Yes,Had COVID,1,,,20260909007
55,67,Male,No religion,Married,No,Had COVID,2,,,20260909007
56,35,Male,Not answered,Single,No,None,2,5,Institutional Trust and Technocratic Governance,20260909007
57,61,Female,No religion,Married,No,None,4,,,20260909007
58,20,Female,No religion,Single,No,None,4,,,20260909007
59,46,Male,No religion,Single,Yes,Had COVID,4,,,20260909007
60,27,Female,Christian,Single,No,Had COVID,1,,,20260909007
61,52,Female,Christian,Married,No,None,4,,,20260909007
62,58,Female,No religion,Married,No,Bereaved,2,,,20260909007
63,53,Male,Christian,Married,No,None,3,,,20260909007
64,61,Male,Christian,Married,No,None,1,,,20260909007
65,26,Female,Christian,Single,No,Long COVID,2,,,20260909007
66,28,Female,No religion,Separated,Yes,None,4,,,20260909007
67,18,Female,No religion,Single,No,Bereaved,1,,,20260909007
68,44,Female,Christian,Married,No,None,2,,,20260909007
69,72,Female,Muslim,Widowed,No,None,4,4,Conspiracy Ideation,20260909007
70,19,Male,Hindu,Single,No,None,4,,,20260909007
71,18,Male,No religion,Single,No,None,2,,,20260909007
72,33,Female,No religion,Married,Yes,Bereaved,1,1,Scientific Rationalism,20260909007
73,59,Male,Muslim,Married,No,Bereaved,1,,,20260909007
74,54,Female,Christian,Married,Yes,None,3,,,20260909007
75,46,Female,No religion,Single,No,Had COVID,2,,,20260909007
76,67,Female,Christian,Widowed,No,Long COVID,1,,,20260909007
77,90,Male,Muslim,Married,No,Had COVID,2,,,20260909007
78,21,Female,Christian,Single,No,None,1,,,20260909007
79,52,Male,No religion,Married,No,Had COVID,2,,,20260909007
80,54,Female,Christian,Married,No,Had COVID,2,,,20260909007
81,31,Male,Christian,Single,Yes,Had COVID,2,,,20260909007
82,19,Male,No religion,Single,No,Had COVID,3,,,20260909007
83,53,Female,Christian,Single,No,Had COVID,4,,,20260909007
84,43,Male,Christian,Single,No,Long COVID,2,,,20260909007
85,61,Female,No religion,Married,No,Had COVID,4,,,20260909007
86,24,Male,Christian,Single,No,None,1,,,20260909007
87,59,Female,Christian,Single,No,Had COVID,3,1,Scientific Rationalism,20260909007
88,90,Female,Christian,Divorced,No,Bereaved,2,,,20260909007
89,67,Female,Christian,Widowed,No,Had COVID,2,,,20260909007
90,58,Female,Not answered,Divorced,No,Bereaved,4,,,20260909007
91,63,Male,Christian,Married,No,Had COVID,3,1,Scientific Rationalism,20260909007
92,54,Female,Christian,Widowed,No,None,3,,,20260909007
93,35,Male,Christian,Married,Yes,Bereaved,3,,,20260909007
94,40,Male,Not answered,Married,No,Had COVID,1,,,20260909007
95,23,Male,Christian,Single,Yes,None,1,,,20260909007
96,53,Female,Christian,Married,No,Had COVID,4,,,20260909007
97,44,Male,Christian,Single,No,None,1,,,20260909007
98,60,Female,Christian,Divorced,No,None,4,,,20260909007
99,29,Male,Christian,Single,No,Had COVID,4,,,20260909007
100,31,Male,No religion,Married,No,Had COVID,3,,,20260909007
101,56,Female,No religion,Married,No,Had COVID,4,,,20260909007
102,51,Female,No religion,Divorced,No,None,3,,,20260909007
103,62,Male,Christian,Married,No,Had COVID,1,,,20260909007
104,75,Male,Christian,Widowed,No,None,1,,,20260909007
105,57,Male,No religion,Married,No,Bereaved,3,,,20260909007
106,42,Female,No religion,Married,No,Had COVID,4,,,20260909007
107,85,Female,No religion,Widowed,No,None,3,,,20260909007
108,40,Female,No religion,Married,Yes,None,4,,,20260909007
109,52,Male,No religion,Married,No,Had COVID,1,,,20260909007
110,80,Female,Christian,Widowed,No,Bereaved,2,4,Conspiracy Ideation,20260909007
111,60,Female,No religion,Married,No,Had COVID,4,,,20260909007
112,65,Male,Christian,Married,No,Had COVID,4,,,20260909007
113,56,Female,Christian,Married,No,Had COVID,2,,,20260909007
114,68,Male,Christian,Married,No,Had COVID,3,,,20260909007
115,55,Female,Christian,Divorced,No,None,2,4,Conspiracy Ideation,20260909007
116,25,Female,No religion,Single,No,Had COVID,2,,,20260909007
117,19,Male,Christian,Single,No,None,1,,,20260909007
118,63,Female,Muslim,Married,No,Had COVID,2,,,20260909007
119,67,Female,No religion,Divorced,No,Had COVID,2,,,20260909007
120,44,Female,No religion,Divorced,Yes,None,1,,,20260909007
121,54,Male,Christian,Married,Yes,None,4,,,20260909007
122,37,Male,Christian,Married,Yes,Had COVID,2,,,20260909007
123,57,Female,Christian,Married,No,Had COVID,1,,,20260909007
124,50,Female,Sikh,Divorced,Yes,Had COVID,3,4,Conspiracy Ideation,20260909007
125,79,Female,No religion,Widowed,No,None,3,,,20260909007
126,49,Female,Christian,Married,Yes,Had COVID,3,,,20260909007
127,41,Male,No religion,Single,Yes,Had COVID,4,,,20260909007
128,60,Male,Christian,Divorced,No,Bereaved,4,,,20260909007
