respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
1,28,Female,Christian,Single,Yes,None,2,,,20260909004
2,52,Female,Christian,Married,No,Had COVID,3,,,20260909004
3,39,Male,Christian,Married,Yes,None,2,,,20260909004
4,28,Male,Christian,Single,No,Had COVID,2,3,Communitarianism,20260909004
5,41,Male,No religion,Single,Yes,None,4,,,20260909004
6,69,Female,No religion,Married,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909004
7,69,Female,No religion,Married,No,Had COVID,2,,,20260909004
8,19,Male,No religion,Single,No,None,3,,,20260909004
9,24,Male,Christian,Single,No,Bereaved,2,,,20260909004
10,54,Female,No religion,Divorced,No,Had COVID,4,4,Conspiracy Ideation,20260909004
11,51,Female,Muslim,Married,No,None,3,,,20260909004
12,73,Male,Christian,Single,No,None,4,,,20260909004
13,62,Male,Christian,Divorced,No,Bereaved,1,,,20260909004
14,47,Male,No religion,Separated,No,Had COVID,1,,,20260909004
15,34,Male,Hindu,Single,No,Had COVID,3,4,Conspiracy Ideation,20260909004
16,48,Female,Christian,Single,Yes,Had COVID,2,,,20260909004
17,50,Female,Christian,Married,No,Bereaved,4,,,20260909004
18,52,Female,Christian,Married,No,Had COVID,2,,,20260909004
19,33,Male,Christian,Married,No,Had COVID,4,3,Communitarianism,20260909004
20,89,Female,Christian,Married,No,None,1,,,20260909004
21,38,Male,No religion,Married,No,Had COVID,3,,,20260909004
22,46,Female,Christian,Single,Yes,Long COVID,1,,,20260909004
23,38,Female,No religion,Widowed,Yes,None,3,,,20260909004
24,34,Female,No religion,Married,Yes,None,3,,,20260909004
25,75,Male,Christian,Single,No,Had COVID,4,3,Communitarianism,20260909004
26,48,Male,Christian,Divorced,No,Bereaved,2,,,20260909004
27,59,Female,No religion,Married,No,Bereaved,1,,,20260909004
28,31,Male,No religion,Single,Yes,Had COVID,3,,,20260909004
29,68,Male,No religion,Married,No,Had COVID,4,,,20260909004
30,42,Female,No religion,Married,Yes,None,4,,,20260909004
31,46,Female,Not answered,Married,No,Had COVID,2,,,20260909004
32,23,Female,No religion,Single,No,Had COVID,3,,,20260909004
33,42,Male,No religion,Single,Yes,Had COVID,3,,,20260909004
34,48,Female,Hindu,Married,Yes,Bereaved,2,,,20260909004
35,36,Male,Christian,Single,No,Bereaved,3,,,20260909004
36,31,Female,Jewish,Single,Yes,Had COVID,2,,,20260909004
37,40,Female,No religion,Married,Yes,Had COVID,3,,,20260909004
38,58,Female,Christian,Divorced,No,Had COVID,3,,,20260909004
39,29,Male,Christian,Divorced,Yes,Had COVID,4,,,20260909004
40,55,Female,Not answered,Married,No,None,4,,,20260909004
41,73,Female,Not answered,Single,No,None,2,2,Libertarianism,20260909004
42,73,Female,No religion,Widowed,No,Bereaved,2,,,20260909004
43,29,Female,Christian,Single,No,None,1,,,20260909004
44,74,Female,Christian,Married,No,Had COVID,3,,,20260909004
45,29,Female,Christian,Married,No,None,4,,,20260909004
46,18,Male,Christian,Single,No,None,1,,,20260909004
47,60,Female,Muslim,Single,No,Had COVID,1,,,20260909004
48,41,Female,Not answered,Single,Yes,None,3,,,20260909004
49,29,Female,Muslim,Single,Yes,Bereaved,2,,,20260909004
50,50,Female,Christian,Married,No,Had COVID,4,,,20260909004
51,36,Male,No religion,Single,Yes,Long COVID,4,,,20260909004
52,35,Male,No religion,Married,No,None,2,,,20260909004
53,61,Female,Christian,Married,No,None,3,,,20260909004
54,41,Male,No religion,Married,Yes,Had COVID,2,,,20260909004
55,67,Male,No religion,Married,No,Had COVID,3,,,20260909004
56,35,Male,Not answered,Single,No,None,1,,,20260909004
57,61,Female,No religion,Married,No,None,2,3,Communitarianism,20260909004
58,20,Female,No religion,Single,No,None,4,,,20260909004
59,46,Male,No religion,Single,Yes,Had COVID,3,,,20260909004
60,27,Female,Christian,Single,No,Had COVID,3,,,20260909004
61,52,Female,Christian,Married,No,None,4,,,20260909004
62,58,Female,No religion,Married,No,Bereaved,4,,,20260909004
63,53,Male,Christian,Married,No,None,4,,,20260909004
64,61,Male,Christian,Married,No,None,4,,,20260909004
65,26,Female,Christian,Single,No,Long COVID,2,1,Scientific Rationalism,20260909004
66,28,Female,No religion,Separated,Yes,None,3,,,20260909004
67,18,Female,No religion,Single,No,Bereaved,1,4,Conspiracy Ideation,20260909004
68,44,Female,Christian,Married,No,None,4,,,20260909004
69,72,Female,Muslim,Widowed,No,None,2,,,20260909004
70,19,Male,Hindu,Single,No,None,3,,,20260909004
71,18,Male,No religion,Single,No,None,1,,,20260909004
72,33,Female,No religion,Married,Yes,Bereaved,2,,,20260909004
73,59,Male,Muslim,Married,No,Bereaved,1,,,20260909004
74,54,Female,Christian,Married,Yes,None,1,,,20260909004
75,46,Female,No religion,Single,No,Had COVID,3,,,20260909004
76,67,Female,Christian,Widowed,No,Long COVID,4,,,20260909004
77,90,Male,Muslim,Married,No,Had COVID,4,,,20260909004
78,21,Female,Christian,Single,No,None,2,,,20260909004
79,52,Male,No religion,Married,No,Had COVID,3,,,20260909004
80,54,Female,Christian,Married,No,Had COVID,1,,,20260909004
81,31,Male,Christian,Single,Yes,Had COVID,2,1,Scientific Rationalism,20260909004
82,19,Male,No religion,Single,No,Had COVID,4,,,20260909004
83,53,Female,Christian,Single,No,Had COVID,3,,,20260909004
84,43,Male,Christian,Single,No,Long COVID,4,,,20260909004
85,61,Female,No religion,Married,No,Had COVID,1,,,20260909004
86,24,Male,Christian,Single,No,None,4,,,20260909004
87,59,Female,Christian,Single,No,Had COVID,1,,,20260909004
88,90,Female,Christian,Divorced,No,Bereaved,2,,,20260909004
89,67,Female,Christian,Widowed,No,Had COVID,4,,,20260909004
90,58,Female,Not answered,Divorced,No,Bereaved,2,,,20260909004
91,63,Male,Christian,Married,No,Had COVID,2,,,20260909004
92,54,Female,Christian,Widowed,No,None,2,,,20260909004
93,35,Male,Christian,Married,Yes,Bereaved,2,,,20260909004
94,40,Male,Not answered,Married,No,Had COVID,3,,,20260909004
95,23,Male,Christian,Single,Yes,None,2,4,Conspiracy Ideation,20260909004
96,53,Female,Christian,Married,No,Had COVID,1,,,20260909004
97,44,Male,Christian,Single,No,None,3,,,20260909004
98,60,Female,Christian,Divorced,No,None,3,,,20260909004
99,29,Male,Christian,Single,No,Had COVID,3,,,20260909004
100,31,Male,No religion,Married,No,Had COVID,4,,,20260909004
101,56,Female,No religion,Married,No,Had COVID,3,,,20260909004
102,51,Female,No religion,Divorced,No,None,3,,,20260909004
103,62,Male,Christian,Married,No,Had COVID,2,,,20260909004
104,75,Male,Christian,Widowed,No,None,1,1,Scientific Rationalism,20260909004
105,57,Male,No religion,Married,No,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909004
106,42,Female,No religion,Married,No,Had COVID,3,,,20260909004
107,85,Female,No religion,Widowed,No,None,2,,,20260909004
108,40,Female,No religion,Married,Yes,None,2,,,20260909004
109,52,Male,No religion,Married,No,Had COVID,3,,,20260909004
110,80,Female,Christian,Widowed,No,Bereaved,2,,,20260909004
111,60,Female,No religion,Married,No,Had COVID,1,,,20260909004
112,65,Male,Christian,Married,No,Had COVID,1,,,20260909004
113,56,Female,Christian,Married,No,Had COVID,2,,,20260909004
114,68,Male,Christian,Married,No,Had COVID,1,,,20260909004
115,55,Female,Christian,Divorced,No,None,4,,,20260909004
116,25,Female,No religion,Single,No,Had COVID,1,1,Scientific Rationalism,20260909004
117,19,Male,Christian,Single,No,None,3,,,20260909004
118,63,Female,Muslim,Married,No,Had COVID,3,,,20260909004
119,67,Female,No religion,Divorced,No,Had COVID,4,,,20260909004
120,44,Female,No religion,Divorced,Yes,None,1,,,20260909004
121,54,Male,Christian,Married,Yes,None,1,,,20260909004
122,37,Male,Christian,Married,Yes,Had COVID,4,,,20260909004
123,57,Female,Christian,Married,No,Had COVID,2,,,20260909004
124,50,Female,Sikh,Divorced,Yes,Had COVID,4,,,20260909004
125,79,Female,No religion,Widowed,No,None,1,,,20260909004
126,49,Female,Christian,Married,Yes,Had COVID,4,,,20260909004
127,41,Male,No religion,Single,Yes,Had COVID,2,,,20260909004
128,60,Male,Christian,Divorced,No,Bereaved,1,,,20260909004
129,90,Male,Christian,Married,No,None,2,,,20260909004
130,68,Female,No religion,Divorced,No,Bereaved,2,,,20260909004
131,45,Male,No religion,Married,Yes,Had COVID,4,,,20260909004
132,36,Male,Christian,Married,No,None,1,,,20260909004
133,65,Male,Not answered,Married,No,None,4,,,20260909004
134,20,Male,Not answered,Single,No,None,2,,,20260909004
135,33,Female,Muslim,Separated,Yes,Bereaved,4,,,20260909004
136,65,Male,Muslim,Widowed,No,Had COVID,2,,,20260909004
137,81,Female,Christian,Widowed,No,Long COVID,3,,,20260909004
138,61,Female,Muslim,Married,No,Had COVID,4,,,20260909004
139,42,Female,No religion,Married,Yes,Had COVID,3,,,20260909004
140,48,Male,Christian,Married,No,Had COVID,1,,,20260909004
141,69,Male,Christian,Married,No,Had COVID,4,,,20260909004
142,71,Female,No religion,Married,No,None,3,,,20260909004
143,26,Male,Christian,Married,No,Had COVID,4,,,20260909004
144,27,Male,No religion,Single,No,Had COVID,1,,,20260909004
145,60,Female,Christian,Married,No,Had COVID,1,,,20260909004
146,27,Male,No religion,Single,No,Had COVID,4,,,20260909004
147,33,Male,No religion,Single,Yes,None,2,,,20260909004
148,40,Male,No religion,Married,No,Bereaved,4,,,20260909004
149,66,Female,No religion,Widowed,No,Bereaved,2,,,20260909004
150,54,Female,Christian,Married,No,Had COVID,1,,,20260909004
151,55,Female,No religion,Single,No,Long COVID,4,1,Scientific Rationalism,20260909004
152,40,Female,Christian,Single,No,Bereaved,4,,,20260909004
153,23,Male,Christian,Single,No,Had COVID,1,,,20260909004
154,25,Female,Christian,Single,No,None,2,,,20260909004
