respondent_id,block,set,choice,seed
1,3,set3,alt2,20260909011
1,3,set4,alt2,20260909011
1,3,set12,alt1,20260909011
1,3,set22,alt2,20260909011
1,3,set24,alt1,20260909011
1,3,set25,alt1,20260909011
1,3,set28,alt1,20260909011
1,3,set29,alt1,20260909011
1,3,set30,alt2,20260909011
1,3,set31,alt2,20260909011
1,3,set39,alt2,20260909011
1,3,set47,alt2,20260909011
2,3,set3,alt1,20260909012
2,3,set4,alt2,20260909012
2,3,set12,alt1,20260909012
2,3,set22,alt1,20260909012
2,3,set24,alt1,20260909012
2,3,set25,alt1,20260909012
2,3,set28,alt1,20260909012
2,3,set29,alt1,20260909012
2,3,set30,alt2,20260909012
2,3,set31,alt2,20260909012
2,3,set39,alt2,20260909012
2,3,set47,alt2,20260909012
3,3,set3,alt2,20260909013
3,3,set4,alt2,20260909013
3,3,set12,alt1,20260909013
3,3,set22,alt2,20260909013
3,3,set24,alt1,20260909013
3,3,set25,alt1,20260909013
3,3,set28,alt1,20260909013
3,3,set29,alt1,20260909013
3,3,set30,alt2,20260909013
3,3,set31,alt2,20260909013
3,3,set39,alt2,20260909013
3,3,set47,alt2,20260909013
4,2,set1,alt2,20260909014
4,2,set2,alt1,20260909014
4,2,set7,alt2,20260909014
4,2,set8,alt1,20260909014
4,2,set10,alt2,20260909014
4,2,set13,alt1,20260909014
4,2,set36,alt2,20260909014
4,2,set38,alt1,20260909014
4,2,set40,alt2,20260909014
4,2,set44,alt2,20260909014
4,2,set45,alt2,20260909014
4,2,set46,alt2,20260909014
5,2,set1,alt2,20260909015
5,2,set2,alt1,20260909015
5,2,set7,alt1,20260909015
5,2,set8,alt1,20260909015
5,2,set10,alt2,20260909015
5,2,set13,alt1,20260909015
5,2,set36,alt2,20260909015
5,2,set38,alt2,20260909015
5,2,set40,alt2,20260909015
5,2,set44,alt1,20260909015
5,2,set45,alt2,20260909015
5,2,set46,alt1,20260909015
6,1,set5,alt2,20260909016
6,1,set6,alt2,20260909016
6,1,set9,alt2,20260909016
6,1,set11,alt2,20260909016
6,1,set18,alt2,20260909016
6,1,set19,alt2,20260909016
6,1,set33,alt1,20260909016
6,1,set35,alt2,20260909016
6,1,set37,alt1,20260909016
6,1,set41,alt2,20260909016
6,1,set42,alt2,20260909016
6,1,set48,alt2,20260909016
7,1,set5,alt2,20260909017
7,1,set6,alt2,20260909017
7,1,set9,alt2,20260909017
7,1,set11,alt2,20260909017
7,1,set18,alt2,20260909017
7,1,set19,alt2,20260909017
7,1,set33,alt1,20260909017
7,1,set35,alt2,20260909017
7,1,set37,alt1,20260909017
7,1,set41,alt2,20260909017
7,1,set42,alt2,20260909017
7,1,set48,alt2,20260909017
8,1,set5,alt1,20260909018
8,1,set6,alt1,20260909018
8,1,set9,alt1,20260909018
8,1,set11,alt2,20260909018
8,1,set18,alt1,20260909018
8,1,set19,alt1,20260909018
8,1,set33,alt2,20260909018
8,1,set35,alt2,20260909018
8,1,set37,alt1,20260909018
8,1,set41,alt1,20260909018
8,1,set42,alt2,20260909018
8,1,set48,alt2,20260909018
9,2,set1,alt2,20260909019
9,2,set2,alt1,20260909019
9,2,set7,alt1,20260909019
9,2,set8,alt1,20260909019
9,2,set10,alt1,20260909019
9,2,set13,alt1,20260909019
9,2,set36,alt2,20260909019
9,2,set38,alt2,20260909019
9,2,set40,alt2,20260909019
9,2,set44,alt1,20260909019
9,2,set45,alt2,20260909019
9,2,set46,alt1,20260909019
10,3,set3,alt1,20260909020
10,3,set4,alt2,20260909020
10,3,set12,alt1,20260909020
10,3,set22,alt1,20260909020
10,3,set24,alt1,20260909020
10,3,set25,alt1,20260909020
10,3,set28,alt1,20260909020
10,3,set29,alt1,20260909020
10,3,set30,alt2,20260909020
10,3,set31,alt2,20260909020
10,3,set39,alt2,20260909020
10,3,set47,alt2,20260909020
11,1,set5,alt2,20260909021
11,1,set6,alt1,20260909021
11,1,set9,alt2,20260909021
11,1,set11,alt2,20260909021
11,1,set18,alt2,20260909021
11,1,set19,alt2,20260909021
11,1,set33,alt1,20260909021
11,1,set35,alt2,20260909021
11,1,set37,alt1,20260909021
11,1,set41,alt1,20260909021
11,1,set42,alt2,20260909021
11,1,set48,alt2,20260909021
12,2,set1,alt2,20260909022
12,2,set2,alt1,20260909022
12,2,set7,alt1,20260909022
12,2,set8,alt1,20260909022
12,2,set10,alt1,20260909022
12,2,set13,alt1,20260909022
12,2,set36,alt2,20260909022
12,2,set38,alt2,20260909022
12,2,set40,alt2,20260909022
12,2,set44,alt1,20260909022
12,2,set45,alt2,20260909022
12,2,set46,alt1,20260909022
13,4,set14,alt1,20260909023
13,4,set15,alt2,20260909023
13,4,set16,alt1,20260909023
13,4,set17,alt2,20260909023
13,4,set20,alt1,20260909023
13,4,set21,alt1,20260909023
13,4,set23,alt1,20260909023
13,4,set26,alt1,20260909023
13,4,set27,alt1,20260909023
13,4,set32,alt1,20260909023
13,4,set34,alt1,20260909023
13,4,set43,alt1,20260909023
14,2,set1,alt2,20260909024
14,2,set2,alt1,20260909024
14,2,set7,alt1,20260909024
14,2,set8,alt1,20260909024
14,2,set10,alt1,20260909024
14,2,set13,alt1,20260909024
14,2,set36,alt2,20260909024
14,2,set38,alt2,20260909024
14,2,set40,alt2,20260909024
14,2,set44,alt1,20260909024
14,2,set45,alt2,20260909024
14,2,set46,alt1,20260909024
15,3,set3,alt2,20260909025
15,3,set4,alt1,20260909025
15,3,set12,alt1,20260909025
15,3,set22,alt2,20260909025
15,3,set24,alt1,20260909025
15,3,set25,alt2,20260909025
15,3,set28,alt2,20260909025
15,3,set29,alt1,20260909025
15,3,set30,alt2,20260909025
15,3,set31,alt1,20260909025
15,3,set39,alt1,20260909025
15,3,set47,alt2,20260909025
16,1,set5,alt2,20260909026
16,1,set6,alt1,20260909026
16,1,set9,alt2,20260909026
16,1,set11,alt2,20260909026
16,1,set18,alt2,20260909026
16,1,set19,alt2,20260909026
16,1,set33,alt1,20260909026
16,1,set35,alt2,20260909026
16,1,set37,alt1,20260909026
16,1,set41,alt1,20260909026
16,1,set42,alt2,20260909026
16,1,set48,alt2,20260909026
17,4,set14,alt1,20260909027
17,4,set15,alt2,20260909027
17,4,set16,alt1,20260909027
17,4,set17,alt2,20260909027
17,4,set20,alt1,20260909027
17,4,set21,alt1,20260909027
17,4,set23,alt1,20260909027
17,4,set26,alt1,20260909027
17,4,set27,alt1,20260909027
17,4,set32,alt1,20260909027
17,4,set34,alt1,20260909027
17,4,set43,alt1,20260909027
18,4,set14,alt1,20260909028
18,4,set15,alt2,20260909028
18,4,set16,alt2,20260909028
18,4,set17,alt2,20260909028
18,4,set20,alt1,20260909028
18,4,set21,alt1,20260909028
18,4,set23,alt1,20260909028
18,4,set26,alt1,20260909028
18,4,set27,alt1,20260909028
18,4,set32,alt1,20260909028
18,4,set34,alt2,20260909028
18,4,set43,alt2,20260909028
19,3,set3,alt2,20260909029
19,3,set4,alt1,20260909029
19,3,set12,alt1,20260909029
19,3,set22,alt2,20260909029
19,3,set24,alt1,20260909029
19,3,set25,alt2,20260909029
19,3,set28,alt2,20260909029
19,3,set29,alt1,20260909029
19,3,set30,alt2,20260909029
19,3,set31,alt1,20260909029
19,3,set39,alt1,20260909029
19,3,set47,alt2,20260909029
20,3,set3,alt1,20260909030
20,3,set4,alt2,20260909030
20,3,set12,alt1,20260909030
20,3,set22,alt1,20260909030
20,3,set24,alt1,20260909030
20,3,set25,alt1,20260909030
20,3,set28,alt1,20260909030
20,3,set29,alt1,20260909030
20,3,set30,alt2,20260909030
20,3,set31,alt2,20260909030
20,3,set39,alt2,20260909030
20,3,set47,alt2,20260909030
21,1,set5,alt2,20260909031
21,1,set6,alt1,20260909031
21,1,set9,alt2,20260909031
21,1,set11,alt2,20260909031
21,1,set18,alt2,20260909031
21,1,set19,alt2,20260909031
21,1,set33,alt1,20260909031
21,1,set35,alt2,20260909031
21,1,set37,alt1,20260909031
21,1,set41,alt1,20260909031
21,1,set42,alt2,20260909031
21,1,set48,alt2,20260909031
22,4,set14,alt2,20260909032
22,4,set15,alt2,20260909032
22,4,set16,alt1,20260909032
22,4,set17,alt1,20260909032
22,4,set20,alt1,20260909032
22,4,set21,alt2,20260909032
22,4,set23,alt1,20260909032
22,4,set26,alt1,20260909032
22,4,set27,alt2,20260909032
22,4,set32,alt1,20260909032
22,4,set34,alt2,20260909032
22,4,set43,alt2,20260909032
23,1,set5,alt2,20260909033
23,1,set6,alt1,20260909033
23,1,set9,alt2,20260909033
23,1,set11,alt2,20260909033
23,1,set18,alt2,20260909033
23,1,set19,alt2,20260909033
23,1,set33,alt1,20260909033
23,1,set35,alt2,20260909033
23,1,set37,alt1,20260909033
23,1,set41,alt1,20260909033
23,1,set42,alt2,20260909033
23,1,set48,alt2,20260909033
24,2,set1,alt2,20260909034
24,2,set2,alt1,20260909034
24,2,set7,alt1,20260909034
24,2,set8,alt1,20260909034
24,2,set10,alt2,20260909034
24,2,set13,alt1,20260909034
24,2,set36,alt2,20260909034
24,2,set38,alt2,20260909034
24,2,set40,alt2,20260909034
24,2,set44,alt1,20260909034
24,2,set45,alt2,20260909034
24,2,set46,alt1,20260909034
25,1,set5,alt2,20260909035
25,1,set6,alt2,20260909035
25,1,set9,alt2,20260909035
25,1,set11,alt2,20260909035
25,1,set18,alt2,20260909035
25,1,set19,alt2,20260909035
25,1,set33,alt1,20260909035
25,1,set35,alt2,20260909035
25,1,set37,alt1,20260909035
25,1,set41,alt2,20260909035
25,1,set42,alt2,20260909035
25,1,set48,alt2,20260909035
26,1,set5,alt2,20260909036
26,1,set6,alt2,20260909036
26,1,set9,alt2,20260909036
26,1,set11,alt2,20260909036
26,1,set18,alt2,20260909036
26,1,set19,alt2,20260909036
26,1,set33,alt1,20260909036
26,1,set35,alt2,20260909036
26,1,set37,alt1,20260909036
26,1,set41,alt2,20260909036
26,1,set42,alt2,20260909036
26,1,set48,alt2,20260909036
27,3,set3,alt1,20260909037
27,3,set4,alt2,20260909037
27,3,set12,alt1,20260909037
27,3,set22,alt1,20260909037
27,3,set24,alt1,20260909037
27,3,set25,alt1,20260909037
27,3,set28,alt1,20260909037
27,3,set29,alt1,20260909037
27,3,set30,alt2,20260909037
27,3,set31,alt2,20260909037
27,3,set39,alt2,20260909037
27,3,set47,alt2,20260909037
28,2,set1,alt2,20260909038
28,2,set2,alt1,20260909038
28,2,set7,alt1,20260909038
28,2,set8,alt1,20260909038
28,2,set10,alt2,20260909038
28,2,set13,alt1,20260909038
28,2,set36,alt2,20260909038
28,2,set38,alt2,20260909038
28,2,set40,alt2,20260909038
28,2,set44,alt1,20260909038
28,2,set45,alt2,20260909038
28,2,set46,alt1,20260909038
29,1,set5,alt2,20260909039
29,1,set6,alt2,20260909039
29,1,set9,alt2,20260909039
29,1,set11,alt2,20260909039
29,1,set18,alt2,20260909039
29,1,set19,alt2,20260909039
29,1,set33,alt1,20260909039
29,1,set35,alt2,20260909039
29,1,set37,alt1,20260909039
29,1,set41,alt2,20260909039
29,1,set42,alt2,20260909039
29,1,set48,alt2,20260909039
30,3,set3,alt2,20260909040
30,3,set4,alt2,20260909040
30,3,set12,alt1,20260909040
30,3,set22,alt2,20260909040
30,3,set24,alt1,20260909040
30,3,set25,alt1,20260909040
30,3,set28,alt1,20260909040
30,3,set29,alt1,20260909040
30,3,set30,alt2,20260909040
30,3,set31,alt2,20260909040
30,3,set39,alt2,20260909040
30,3,set47,alt2,20260909040
31,4,set14,alt1,20260909041
31,4,set15,alt2,20260909041
31,4,set16,alt2,20260909041
31,4,set17,alt2,20260909041
31,4,set20,alt1,20260909041
31,4,set21,alt1,20260909041
31,4,set23,alt1,20260909041
31,4,set26,alt1,20260909041
31,4,set27,alt1,20260909041
31,4,set32,alt1,20260909041
31,4,set34,alt2,20260909041
31,4,set43,alt2,20260909041
32,1,set5,alt1,20260909042
32,1,set6,alt1,20260909042
32,1,set9,alt1,20260909042
32,1,set11,alt2,20260909042
32,1,set18,alt1,20260909042
32,1,set19,alt1,20260909042
32,1,set33,alt2,20260909042
32,1,set35,alt2,20260909042
32,1,set37,alt1,20260909042
32,1,set41,alt1,20260909042
32,1,set42,alt2,20260909042
32,1,set48,alt2,20260909042
33,3,set3,alt2,20260909043
33,3,set4,alt2,20260909043
33,3,set12,alt1,20260909043
33,3,set22,alt2,20260909043
33,3,set24,alt1,20260909043
33,3,set25,alt1,20260909043
33,3,set28,alt1,20260909043
33,3,set29,alt1,20260909043
33,3,set30,alt2,20260909043
33,3,set31,alt2,20260909043
33,3,set39,alt2,20260909043
33,3,set47,alt2,20260909043
34,1,set5,alt2,20260909044
34,1,set6,alt2,20260909044
34,1,set9,alt2,20260909044
34,1,set11,alt2,20260909044
34,1,set18,alt1,20260909044
34,1,set19,alt2,20260909044
34,1,set33,alt1,20260909044
34,1,set35,alt2,20260909044
34,1,set37,alt1,20260909044
34,1,set41,alt1,20260909044
34,1,set42,alt2,20260909044
34,1,set48,alt2,20260909044
35,2,set1,alt2,20260909045
35,2,set2,alt1,20260909045
35,2,set7,alt1,20260909045
35,2,set8,alt1,20260909045
35,2,set10,alt1,20260909045
35,2,set13,alt1,20260909045
35,2,set36,alt2,20260909045
35,2,set38,alt2,20260909045
35,2,set40,alt2,20260909045
35,2,set44,alt1,20260909045
35,2,set45,alt2,20260909045
35,2,set46,alt1,20260909045
36,1,set5,alt2,20260909046
36,1,set6,alt1,20260909046
36,1,set9,alt2,20260909046
36,1,set11,alt2,20260909046
36,1,set18,alt2,20260909046
36,1,set19,alt2,20260909046
36,1,set33,alt1,20260909046
36,1,set35,alt2,20260909046
36,1,set37,alt1,20260909046
36,1,set41,alt1,20260909046
36,1,set42,alt2,20260909046
36,1,set48,alt2,20260909046
37,2,set1,alt2,20260909047
37,2,set2,alt1,20260909047
37,2,set7,alt1,20260909047
37,2,set8,alt1,20260909047
37,2,set10,alt2,20260909047
37,2,set13,alt1,20260909047
37,2,set36,alt2,20260909047
37,2,set38,alt2,20260909047
37,2,set40,alt2,20260909047
37,2,set44,alt1,20260909047
37,2,set45,alt2,20260909047
37,2,set46,alt1,20260909047
38,3,set3,alt1,20260909048
38,3,set4,alt2,20260909048
38,3,set12,alt1,20260909048
38,3,set22,alt1,20260909048
38,3,set24,alt1,20260909048
38,3,set25,alt1,20260909048
38,3,set28,alt1,20260909048
38,3,set29,alt1,20260909048
38,3,set30,alt2,20260909048
38,3,set31,alt2,20260909048
38,3,set39,alt2,20260909048
38,3,set47,alt2,20260909048
39,2,set1,alt2,20260909049
39,2,set2,alt1,20260909049
39,2,set7,alt1,20260909049
39,2,set8,alt1,20260909049
39,2,set10,alt2,20260909049
39,2,set13,alt1,20260909049
39,2,set36,alt2,20260909049
39,2,set38,alt2,20260909049
39,2,set40,alt2,20260909049
39,2,set44,alt1,20260909049
39,2,set45,alt2,20260909049
39,2,set46,alt1,20260909049
40,1,set5,alt2,20260909050
40,1,set6,alt1,20260909050
40,1,set9,alt2,20260909050
40,1,set11,alt2,20260909050
40,1,set18,alt2,20260909050
40,1,set19,alt2,20260909050
40,1,set33,alt1,20260909050
40,1,set35,alt2,20260909050
40,1,set37,alt1,20260909050
40,1,set41,alt1,20260909050
40,1,set42,alt2,20260909050
40,1,set48,alt2,20260909050
41,4,set14,alt1,20260909051
41,4,set15,alt2,20260909051
41,4,set16,alt2,20260909051
41,4,set17,alt2,20260909051
41,4,set20,alt1,20260909051
41,4,set21,alt1,20260909051
41,4,set23,alt1,20260909051
41,4,set26,alt1,20260909051
41,4,set27,alt1,20260909051
41,4,set32,alt1,20260909051
41,4,set34,alt2,20260909051
41,4,set43,alt2,20260909051
42,3,set3,alt1,20260909052
42,3,set4,alt2,20260909052
42,3,set12,alt1,20260909052
42,3,set22,alt1,20260909052
42,3,set24,alt1,20260909052
42,3,set25,alt1,20260909052
42,3,set28,alt1,20260909052
42,3,set29,alt1,20260909052
42,3,set30,alt2,20260909052
42,3,set31,alt2,20260909052
42,3,set39,alt2,20260909052
42,3,set47,alt2,20260909052
43,2,set1,alt2,20260909053
43,2,set2,alt1,20260909053
43,2,set7,alt1,20260909053
43,2,set8,alt1,20260909053
43,2,set10,alt1,20260909053
43,2,set13,alt1,20260909053
43,2,set36,alt1,20260909053
43,2,set38,alt2,20260909053
43,2,set40,alt1,20260909053
43,2,set44,alt2,20260909053
43,2,set45,alt2,20260909053
43,2,set46,alt2,20260909053
44,3,set3,alt1,20260909054
44,3,set4,alt2,20260909054
44,3,set12,alt1,20260909054
44,3,set22,alt1,20260909054
44,3,set24,alt1,20260909054
44,3,set25,alt1,20260909054
44,3,set28,alt1,20260909054
44,3,set29,alt1,20260909054
44,3,set30,alt2,20260909054
