respondent_id,block,set,choice,seed
1,2,set1,alt2,20260909002
1,2,set2,alt1,20260909002
1,2,set7,alt1,20260909002
1,2,set8,alt1,20260909002
1,2,set10,alt2,20260909002
1,2,set13,alt1,20260909002
1,2,set36,alt2,20260909002
1,2,set38,alt2,20260909002
1,2,set40,alt2,20260909002
1,2,set44,alt1,20260909002
1,2,set45,alt2,20260909002
1,2,set46,alt1,20260909002
2,2,set1,alt2,20260909003
2,2,set2,alt1,20260909003
2,2,set7,alt1,20260909003
2,2,set8,alt1,20260909003
2,2,set10,alt1,20260909003
2,2,set13,alt1,20260909003
2,2,set36,alt2,20260909003
2,2,set38,alt2,20260909003
2,2,set40,alt2,20260909003
2,2,set44,alt1,20260909003
2,2,set45,alt2,20260909003
2,2,set46,alt1,20260909003
3,3,set3,alt2,20260909004
3,3,set4,alt2,20260909004
3,3,set12,alt1,20260909004
3,3,set22,alt2,20260909004
3,3,set24,alt1,20260909004
3,3,set25,alt1,20260909004
3,3,set28,alt1,20260909004
3,3,set29,alt1,20260909004
3,3,set30,alt2,20260909004
3,3,set31,alt2,20260909004
3,3,set39,alt2,20260909004
3,3,set47,alt2,20260909004
4,1,set5,alt1,20260909005
4,1,set6,alt2,20260909005
4,1,set9,alt1,20260909005
4,1,set11,alt2,20260909005
4,1,set18,alt1,20260909005
4,1,set19,alt2,20260909005
4,1,set33,alt1,20260909005
4,1,set35,alt2,20260909005
4,1,set37,alt1,20260909005
4,1,set41,alt1,20260909005
4,1,set42,alt1,20260909005
4,1,set48,alt2,20260909005
5,1,set5,alt2,20260909006
5,1,set6,alt1,20260909006
5,1,set9,alt2,20260909006
5,1,set11,alt2,20260909006
5,1,set18,alt2,20260909006
5,1,set19,alt2,20260909006
5,1,set33,alt1,20260909006
5,1,set35,alt2,20260909006
5,1,set37,alt1,20260909006
5,1,set41,alt1,20260909006
5,1,set42,alt2,20260909006
5,1,set48,alt2,20260909006
6,3,set3,alt1,20260909007
6,3,set4,alt2,20260909007
6,3,set12,alt1,20260909007
6,3,set22,alt1,20260909007
6,3,set24,alt1,20260909007
6,3,set25,alt1,20260909007
6,3,set28,alt1,20260909007
6,3,set29,alt1,20260909007
6,3,set30,alt2,20260909007
6,3,set31,alt2,20260909007
6,3,set39,alt2,20260909007
6,3,set47,alt2,20260909007
7,3,set3,alt1,20260909008
7,3,set4,alt2,20260909008
7,3,set12,alt1,20260909008
7,3,set22,alt1,20260909008
7,3,set24,alt1,20260909008
7,3,set25,alt1,20260909008
7,3,set28,alt1,20260909008
7,3,set29,alt1,20260909008
7,3,set30,alt2,20260909008
7,3,set31,alt2,20260909008
7,3,set39,alt2,20260909008
7,3,set47,alt2,20260909008
8,2,set1,alt2,20260909009
8,2,set2,alt1,20260909009
8,2,set7,alt2,20260909009
8,2,set8,alt1,20260909009
8,2,set10,alt2,20260909009
8,2,set13,alt1,20260909009
8,2,set36,alt2,20260909009
8,2,set38,alt1,20260909009
8,2,set40,alt2,20260909009
8,2,set44,alt2,20260909009
8,2,set45,alt2,20260909009
8,2,set46,alt2,20260909009
9,4,set14,alt1,20260909010
9,4,set15,alt2,20260909010
9,4,set16,alt1,20260909010
9,4,set17,alt2,20260909010
9,4,set20,alt1,20260909010
9,4,set21,alt1,20260909010
9,4,set23,alt1,20260909010
9,4,set26,alt1,20260909010
9,4,set27,alt1,20260909010
9,4,set32,alt1,20260909010
9,4,set34,alt1,20260909010
9,4,set43,alt1,20260909010
10,3,set3,alt1,20260909011
10,3,set4,alt2,20260909011
10,3,set12,alt1,20260909011
10,3,set22,alt1,20260909011
10,3,set24,alt1,20260909011
10,3,set25,alt1,20260909011
10,3,set28,alt1,20260909011
10,3,set29,alt1,20260909011
10,3,set30,alt2,20260909011
10,3,set31,alt2,20260909011
10,3,set39,alt2,20260909011
10,3,set47,alt2,20260909011
11,4,set14,alt1,20260909012
11,4,set15,alt2,20260909012
11,4,set16,alt2,20260909012
11,4,set17,alt2,20260909012
11,4,set20,alt1,20260909012
11,4,set21,alt1,20260909012
11,4,set23,alt1,20260909012
11,4,set26,alt1,20260909012
11,4,set27,alt1,20260909012
11,4,set32,alt1,20260909012
11,4,set34,alt2,20260909012
11,4,set43,alt2,20260909012
12,3,set3,alt1,20260909013
12,3,set4,alt2,20260909013
12,3,set12,alt1,20260909013
12,3,set22,alt1,20260909013
12,3,set24,alt1,20260909013
12,3,set25,alt1,20260909013
12,3,set28,alt1,20260909013
12,3,set29,alt1,20260909013
12,3,set30,alt2,20260909013
12,3,set31,alt2,20260909013
12,3,set39,alt2,20260909013
12,3,set47,alt2,20260909013
13,2,set1,alt2,20260909014
13,2,set2,alt1,20260909014
13,2,set7,alt1,20260909014
13,2,set8,alt1,20260909014
13,2,set10,alt1,20260909014
13,2,set13,alt1,20260909014
13,2,set36,alt2,20260909014
13,2,set38,alt2,20260909014
13,2,set40,alt2,20260909014
13,2,set44,alt1,20260909014
13,2,set45,alt2,20260909014
13,2,set46,alt1,20260909014
14,3,set3,alt1,20260909015
14,3,set4,alt2,20260909015
14,3,set12,alt1,20260909015
14,3,set22,alt1,20260909015
14,3,set24,alt1,20260909015
14,3,set25,alt1,20260909015
14,3,set28,alt1,20260909015
14,3,set29,alt1,20260909015
14,3,set30,alt2,20260909015
14,3,set31,alt2,20260909015
14,3,set39,alt2,20260909015
14,3,set47,alt2,20260909015
15,2,set1,alt2,20260909016
15,2,set2,alt1,20260909016
15,2,set7,alt2,20260909016
15,2,set8,alt1,20260909016
15,2,set10,alt2,20260909016
15,2,set13,alt1,20260909016
15,2,set36,alt2,20260909016
15,2,set38,alt1,20260909016
15,2,set40,alt2,20260909016
15,2,set44,alt2,20260909016
15,2,set45,alt2,20260909016
15,2,set46,alt2,20260909016
16,2,set1,alt2,20260909017
16,2,set2,alt1,20260909017
16,2,set7,alt1,20260909017
16,2,set8,alt1,20260909017
16,2,set10,alt2,20260909017
16,2,set13,alt1,20260909017
16,2,set36,alt2,20260909017
16,2,set38,alt2,20260909017
16,2,set40,alt2,20260909017
16,2,set44,alt1,20260909017
16,2,set45,alt2,20260909017
16,2,set46,alt1,20260909017
17,2,set1,alt2,20260909018
17,2,set2,alt1,20260909018
17,2,set7,alt1,20260909018
17,2,set8,alt1,20260909018
17,2,set10,alt1,20260909018
17,2,set13,alt1,20260909018
17,2,set36,alt2,20260909018
17,2,set38,alt2,20260909018
17,2,set40,alt2,20260909018
17,2,set44,alt1,20260909018
17,2,set45,alt2,20260909018
17,2,set46,alt1,20260909018
18,3,set3,alt1,20260909019
18,3,set4,alt2,20260909019
18,3,set12,alt1,20260909019
18,3,set22,alt1,20260909019
18,3,set24,alt1,20260909019
18,3,set25,alt1,20260909019
18,3,set28,alt1,20260909019
18,3,set29,alt1,20260909019
18,3,set30,alt2,20260909019
18,3,set31,alt2,20260909019
18,3,set39,alt2,20260909019
18,3,set47,alt2,20260909019
19,3,set3,alt2,20260909020
19,3,set4,alt1,20260909020
19,3,set12,alt1,20260909020
19,3,set22,alt2,20260909020
19,3,set24,alt1,20260909020
19,3,set25,alt2,20260909020
19,3,set28,alt2,20260909020
19,3,set29,alt1,20260909020
19,3,set30,alt2,20260909020
19,3,set31,alt1,20260909020
19,3,set39,alt1,20260909020
19,3,set47,alt2,20260909020
20,2,set1,alt2,20260909021
20,2,set2,alt1,20260909021
20,2,set7,alt1,20260909021
20,2,set8,alt1,20260909021
20,2,set10,alt1,20260909021
20,2,set13,alt1,20260909021
20,2,set36,alt2,20260909021
20,2,set38,alt2,20260909021
20,2,set40,alt2,20260909021
20,2,set44,alt1,20260909021
20,2,set45,alt2,20260909021
20,2,set46,alt1,20260909021
21,3,set3,alt1,20260909022
21,3,set4,alt2,20260909022
21,3,set12,alt1,20260909022
21,3,set22,alt1,20260909022
21,3,set24,alt1,20260909022
21,3,set25,alt1,20260909022
21,3,set28,alt1,20260909022
21,3,set29,alt1,20260909022
21,3,set30,alt2,20260909022
21,3,set31,alt2,20260909022
21,3,set39,alt2,20260909022
21,3,set47,alt2,20260909022
22,1,set5,alt2,20260909023
22,1,set6,alt2,20260909023
22,1,set9,alt2,20260909023
22,1,set11,alt2,20260909023
22,1,set18,alt1,20260909023
22,1,set19,alt2,20260909023
22,1,set33,alt1,20260909023
22,1,set35,alt2,20260909023
22,1,set37,alt1,20260909023
22,1,set41,alt1,20260909023
22,1,set42,alt2,20260909023
22,1,set48,alt2,20260909023
23,3,set3,alt2,20260909024
23,3,set4,alt2,20260909024
23,3,set12,alt1,20260909024
23,3,set22,alt2,20260909024
23,3,set24,alt1,20260909024
23,3,set25,alt1,20260909024
23,3,set28,alt1,20260909024
23,3,set29,alt1,20260909024
23,3,set30,alt2,20260909024
23,3,set31,alt2,20260909024
23,3,set39,alt2,20260909024
23,3,set47,alt2,20260909024
24,1,set5,alt2,20260909025
24,1,set6,alt1,20260909025
24,1,set9,alt2,20260909025
24,1,set11,alt2,20260909025
24,1,set18,alt2,20260909025
24,1,set19,alt2,20260909025
24,1,set33,alt1,20260909025
24,1,set35,alt2,20260909025
24,1,set37,alt1,20260909025
24,1,set41,alt1,20260909025
24,1,set42,alt2,20260909025
24,1,set48,alt2,20260909025
