respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
1,28,Female,Christian,Single,Yes,None,3,,,20260909003
2,52,Female,Christian,Married,No,Had COVID,4,,,20260909003
3,39,Male,Christian,Married,Yes,None,4,,,20260909003
4,28,Male,Christian,Single,No,Had COVID,4,,,20260909003
5,41,Male,No religion,Single,Yes,None,1,,,20260909003
6,69,Female,No religion,Married,Yes,None,2,,,20260909003
7,69,Female,No religion,Married,No,Had COVID,1,,,20260909003
8,19,Male,No religion,Single,No,None,2,1,Scientific Rationalism,20260909003
9,24,Male,Christian,Single,No,Bereaved,3,,,20260909003
10,54,Female,No religion,Divorced,No,Had COVID,2,,,20260909003
11,51,Female,Muslim,Married,No,None,1,,,20260909003
12,73,Male,Christian,Single,No,None,3,,,20260909003
13,62,Male,Christian,Divorced,No,Bereaved,3,5,Institutional Trust and Technocratic Governance,20260909003
14,47,Male,No religion,Separated,No,Had COVID,4,,,20260909003
15,34,Male,Hindu,Single,No,Had COVID,3,,,20260909003
16,48,Female,Christian,Single,Yes,Had COVID,4,,,20260909003
17,50,Female,Christian,Married,No,Bereaved,1,,,20260909003
18,52,Female,Christian,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909003
19,33,Male,Christian,Married,No,Had COVID,2,,,20260909003
20,89,Female,Christian,Married,No,None,4,,,20260909003
21,38,Male,No religion,Married,No,Had COVID,4,,,20260909003
22,46,Female,Christian,Single,Yes,Long COVID,2,,,20260909003
23,38,Female,No religion,Widowed,Yes,None,4,,,20260909003
24,34,Female,No religion,Married,Yes,None,2,,,20260909003
25,75,Male,Christian,Single,No,Had COVID,1,,,20260909003
26,48,Male,Christian,Divorced,No,Bereaved,4,4,Conspiracy Ideation,20260909003
27,59,Female,No religion,Married,No,Bereaved,2,,,20260909003
28,31,Male,No religion,Single,Yes,Had COVID,3,,,20260909003
29,68,Male,No religion,Married,No,Had COVID,2,,,20260909003
30,42,Female,No religion,Married,Yes,None,1,,,20260909003
31,46,Female,Not answered,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909003
32,23,Female,No religion,Single,No,Had COVID,2,,,20260909003
33,42,Male,No religion,Single,Yes,Had COVID,1,,,20260909003
34,48,Female,Hindu,Married,Yes,Bereaved,4,,,20260909003
35,36,Male,Christian,Single,No,Bereaved,2,,,20260909003
36,31,Female,Jewish,Single,Yes,Had COVID,1,,,20260909003
37,40,Female,No religion,Married,Yes,Had COVID,3,,,20260909003
38,58,Female,Christian,Divorced,No,Had COVID,2,,,20260909003
39,29,Male,Christian,Divorced,Yes,Had COVID,2,,,20260909003
40,55,Female,Not answered,Married,No,None,4,,,20260909003
41,73,Female,Not answered,Single,No,None,4,,,20260909003
42,73,Female,No religion,Widowed,No,Bereaved,3,,,20260909003
43,29,Female,Christian,Single,No,None,2,,,20260909003
44,74,Female,Christian,Married,No,Had COVID,3,4,Conspiracy Ideation,20260909003
45,29,Female,Christian,Married,No,None,3,,,20260909003
46,18,Male,Christian,Single,No,None,1,,,20260909003
47,60,Female,Muslim,Single,No,Had COVID,1,2,Libertarianism,20260909003
48,41,Female,Not answered,Single,Yes,None,1,,,20260909003
49,29,Female,Muslim,Single,Yes,Bereaved,1,,,20260909003
50,50,Female,Christian,Married,No,Had COVID,2,,,20260909003
51,36,Male,No religion,Single,Yes,Long COVID,4,,,20260909003
52,35,Male,No religion,Married,No,None,4,,,20260909003
53,61,Female,Christian,Married,No,None,1,,,20260909003
54,41,Male,No religion,Married,Yes,Had COVID,2,,,20260909003
55,67,Male,No religion,Married,No,Had COVID,3,,,20260909003
56,35,Male,Not answered,Single,No,None,1,,,20260909003
57,61,Female,No religion,Married,No,None,1,,,20260909003
58,20,Female,No religion,Single,No,None,1,,,20260909003
59,46,Male,No religion,Single,Yes,Had COVID,1,,,20260909003
60,27,Female,Christian,Single,No,Had COVID,1,4,Conspiracy Ideation,20260909003
61,52,Female,Christian,Married,No,None,4,,,20260909003
62,58,Female,No religion,Married,No,Bereaved,3,1,Scientific Rationalism,20260909003
63,53,Male,Christian,Married,No,None,3,,,20260909003
